TOKEN_ID,TOKEN_NAME,Color,Case,Hands,Dial,Border,Bezel,Effect
1178,#1178 - Mystic Green Conductor,Blue,Light Green Carved,Baton 64,Mixed Arabic 14,,,
1179,#1179 - Sliding Visionary,Blue,Light Collage 2,Baton 56,Special 3,,,Visionary
1180,#1180 - Coding Light Judge,Magenta,Light Pink Sphere,Baton 58,Mixed Arabic 16,Octa Light 3,Tiny Top,
1181,#1181 - Drunken Pink Judge,Yellow,Dark Mini Bow,Baton 34,Mixed Arabic 6,Ring 7,Four sides,
1182,#1182 - Hunting Dark Digger,Peach,Dark PC Eye,Baton 17,Flieger 4,Ring 21,Big Top,
1183,#1183 - Magical Blue Judge,Cyan,Blue White Dark,Baton 15,Diver 1,Ring 4,Heavy Left,
1184,#1184 - Unbreakable Diver,Green,Light Yellow Blue Zebra,Baton 70,Flieger 1,,,
1185,#1185 - Fishing Singer,Blue,Light Rainbow,Dauphine 13,Special 3,Ring Light 50,,
1186,#1186 - Seeing Light Player,Petrol,Light Space Interior,Baton 84,Flieger 2,Ring Light 68,Light Big Iron,
1187,#1187 - Caring Green Singer,Green,Light Green Blue Transition Lines,Baton 84,Arabic 4,Ring Light 65,Light Iron Protection,
1188,#1188 - Grateful Pink Bandit,Green Light,Dark Oracle,Baton 49,Arabic 7,Ring 8,Gray Peaks,
1189,#1189 - Fighting Dark Tiger,Yellow,Dark Ship With Lines,Dauphine 3,Mixed Arabic 13,Ring 28,Light Top,
1190,#1190 - Smoking Trader,Olive,Light Colorful Sphere,Baton 63,Mixed Arabic 11,Ring Light 9,Light Rainbow Protection,
1191,#1191 - Seeing Dark Bouncer,Ash,Dark Meta Grip,Dauphine 7,Arabic Roman,Ring 18,Gray Peaks,
1192,#1192 - Racing Green Warrior,Petrol,Light Green Blue Transition,Dauphine 13,Arabic 10,Ring Light 18,All But Bottom,
1193,#1193 - Bumping Pianist,Yellow,Dark Rainbow Machine,Baton 49,Special 1,Ring 54,,
1194,#1194 - Unbreakable Scientist,Blue Mid,Light Collage 1 Focused,Baton 79,Mixed Arabic 15,Octa Light 2,All But Bottom,Scientist
1195,#1195 - Decent Green Architect,Aero,Olive Dark,Special 8,Flieger 1,Ring 27,Light Iron,
1196,#1196 - Unbreakable Dark Judge,Ash,Dark Pop With Lines,Breguet 3,Special 2,Ring Rainbow 2,Light Top,
1197,#1197 - Lonely Green Mechanic,Black,Light Green Blue Transition Lines,Breguet 7,Stick 4,Ring Light 77,Top and Bottom Protection,
1198,#1198 - Seeing Dark Bandit,Mint,Dark Colorful Lights Blurred,Special 3,Mixed Arabic 5,Ring 8,Lights,
1199,#1199 - Fishing Dark Digger,Yellow,Dark Pop With Lines,Breguet 2,Flieger 5,Ring 23,Sharp Ring,
1200,#1200 - Pure Light Cowboy,Magenta,Light Citrus,Alpha 7,Mixed Arabic 5,Ring Light 60,Light Rainbow Protection,
1201,#1201 - Unbreakable Dark Adventurer,Orange,Dark Ship With Lines,Baton 17,Stick 2,Ring 19,Light Handles,
1202,#1202 - Working Dark Gladiator,Aero,Dark Equalizer,Baton 15,Arabic 9,Ring 50,Broken Rainbow,
1203,#1203 - Hiding Dark Bandit,Cyan,Dark Voice,Modern 6,California,Ring 18,Broken Rainbow,
1204,#1204 - Spinning Blue Skipper,Green Light,Dark Blue Machine,Dauphine 5,Mixed Arabic 6,Ring 5,,
1205,#1205 - Galactic Digger,Red,Light Yellow Blue Zebra Focused,Baton 98,Flieger 1,,,
1206,#1206 - Shining Poet,Lemon,Dark Rainbow Button,Modern 6,Flieger 2,Ring 1,Colorful Ring,
1207,#1207 - Shining Architect,Magenta,Light Florence Focused,Baton 90,Arabic 10,Ring Light 14,Full Ring,
1208,#1208 - Hovering Biker,Purple,Light Meta 1,Sword 6,Arabic 2,,,
1209,#1209 - Lovely Blue Singer,Green Light,Dark Neon Blue,Dauphine 1,Flieger 3,Ring 54,Small Borders,
1210,#1210 - Pure Green Dreamer,Blue,Light 3 of 4,Special 14,Arabic 4,Ring Light 75,Light Rainbow Protection,
1211,#1211 - Decent Green Adventurer,Blue Light,Dark Street Art,Baton 24,Flieger 5,Ring 11,Light Top,
1212,#1212 - Seeing Herold,Blue Mid,Light Meta 2,Dauphine 20,California,Ring Light 17,Top and Bottom Protection,
1213,#1213 - Singing Dark Dreamer,Yellow,Dark Oracle With Lines,Baton 26,Mixed Arabic 3,Ring 32,Heavy Left,
1214,#1214 - Coding Pink Pianist,Blue Light,Dark Blue Mechanic,Baton 28,Special 1,Ring 55,Sharp Ring,
1215,#1215 - Singing Yellow Dancer,Blue,Light MW,Baton 95,Arabic 10,Octa Light 6,Red Spikes,
1216,#1216 - Infinite Red Diver,Aero,Red Button Dark,Baton 3,Mixed Arabic 6,Ring 52,Light Top,
1217,#1217 - Invisible Dark Sorcerer,Yellow,Dark VVV,Special 3,Mixed Arabic 5,Ring 31,Small Borders,
1218,#1218 - Sitting Blue Tiger,Petrol,Light 2 of 4,Dauphine 14,Mixed Arabic 10,Ring Light 32,Light Heavy Left,
1219,#1219 - Sliding Blue Diver,Mint,Blue Button Dark,Alpha 4,Mixed Arabic 4,Ring 47,Dots,
1220,#1220 - Fishing Dark Judge,Yellow,Dark 2049,Leaf 1,Arabic 4,Ring 35,Lights,
1221,#1221 - Seeing Dark Looper,Aero,Dark Prism,Baton 13,Arabic 1,Ring 21,Full Rainbow Protection,
1222,#1222 - Magical Light Dancer,Green,Light Color Interface,Baton 61,Mixed Arabic 6,,,
1223,#1223 - Lonely Inventor,Ash,Dark Blue Black,Baton 2,Arabic 4,Ring 42,Full Rainbow Protection,Inventor
1224,#1224 - Counting Light Conductor,Blue Mid,Light Collage 3,Lance 2,Arabic 2,Ring Light 60,Light Heavy Left,
1225,#1225 - Shining Dark Tiger,Green Light,Dark Voice,Dauphine 7,Arabic 4,Ring 56,Small Rainbow Protection,
1226,#1226 - Coding Dark Herold,Green Light,Dark Meta Grip,Baton 53,Mixed Arabic 2,Ring 20,Four sides,
1227,#1227 - Infinite Green Sailer,Orange,Black Forest Circles,Sword 4,Mixed Arabic 4,Ring 49,Small Rainbow Protection,
1228,#1228 - Invisible Blue Wolf,Yellow,Dark Neon Blue Carved,Baton 17,Stick 4,Ring 53,Four Seasons,
1229,#1229 - Whispering Blue Cowboy,Aero,Dark Blue Segments,Modern 9,Arabic 10,Ring 44,Small Borders,
1230,#1230 - Smoking Dancer,Aero,Dark Rainbow Carved,Modern 9,Mixed Arabic 4,Ring 59,Four Seasons,
1231,#1231 - Hovering Green Herold,Pink,Olive Button Dark,Sword 2,Arabic 4,Octa 3,Colorful Seasons,
1232,#1232 - Decent Dark Dreamer,White,Dark Colorful Dotted,Special 4,Mixed Arabic 4,Ring 27,North East,
1233,#1233 - Thinking Light Singer,Olive,Light Pink Sphere,Sword 7,Mixed Arabic 16,,,
1234,#1234 - Sitting Dark Nerd,Mint,Dark VVV,Modern 2,Flieger 3,Ring 61,Colorful Ring,
