TOKEN_ID,TOKEN_NAME,Hat,Ear,Hair,Beard,Clothes,Skin,Background,Eyes,Mouth,Cheek,Face
237,BUTTHEAD #237,,Earring,Surfer Curly,Three-Day Brown,Fcuk Tank Top,Dark Brown,Pastel Green,Hippie,Bubble Gum,,
238,BUTTHEAD #238,,,,Three-Day Brown,Hoodie,Dark Brown,Beige,,,,
239,BUTTHEAD #239,Hat Beige,,Curly Blonde,,Space Shirt,Brown,Peach,,,,
240,BUTTHEAD #240,Visor Green,Safety Pin,Undercut Blonde,Scruff Black,T-Shirt Lilac,Dark Brown with tattoos,Sand,,Cigar,,
241,BUTTHEAD #241,,Headphones,Pompadour Blue,Scruff Black,Prison Shirt,Dark Brown with tattoos,Grey,Sweets,Corn Straw,,
242,BUTTHEAD #242,,Feather,Punk Green,Mustache Pink,Space Suit,Brown,Cyan,,Cigar,,
243,BUTTHEAD #243,Hat Black,Safety Pin,Very Short,,Tracksuit,White with tattoos,Grey,,,,Smiley
244,BUTTHEAD #244,,,Afro Pink,,Fleece Jacket,Dark Brown,Beige,,Cigar,,
245,BUTTHEAD #245,McButtheads,Feather,Mob-Top,,Gigolo Outfit,Light,Green,,,,
246,BUTTHEAD #246,,,Very Short,,Western Cowboy Jacket,Infrared,Sand,Speed,,,
247,BUTTHEAD #247,FEZ,,,Three-Day Blonde,Gentlemen,Dark Brown,Peach,,,,
248,BUTTHEAD #248,Sailor,Triple Earring,Mullet Brown,Mustache Brown,T-Shirt Inkwell,Dark Brown,Magenta,,,,
249,BUTTHEAD #249,Flat Cap Clown,,Very Short,Gentlemen Mustache Pink,Tracksuit,White,Cyan,Googly Eyes,,,
250,BUTTHEAD #250,Beanie Red,Safety Pin,Pompadour Blue,,Striped Red T-Shirt,Brown,Cyan,,,Blush,
251,BUTTHEAD #251,Charlie Chaplin,,Very Short,Three-Day Brown,American Football,Dark Brown,Peach,,Cigar,,
252,BUTTHEAD #252,Cowboy Hat Brown,,Mob-Top,Gentlemen Mustache Blonde,Ice Hockey,Light,Grey,Spring,,,
253,BUTTHEAD #253,Beanie Red,,Very Short,,College Sweater,White,Cyan,Kiss,,,
254,BUTTHEAD #254,Halo,,Long Blonde,Scruff Black,T-Shirt with Suspenders,White,Gradient,,,,
255,BUTTHEAD #255,,,Afro,Gentlemen Mustache Brown,T-Shirt French Blue,White,Pastel Green,,,,
256,BUTTHEAD #256,,Safety Pin,Shoulder Long Orange,Mustache Blonde,T-Shirt Inkwell,Dark Brown,Gradient,Speed,Straw,,
257,BUTTHEAD #257,Cowboy Hat Brown,Headphones,Pompadour Blue,Scruff Blonde,Joker,Brown,Peach,Sweets,,,
258,BUTTHEAD #258,,,Suave ,Scruff Brown,Dungarees ,Light,Pastel Green,Las Vegas,,,
259,BUTTHEAD #259,Police,,Average Brown,Three-Day Brown,Gym Tank Top,White with tattoos,Pastel Green,Black Sunglasses ,Straw,,
260,BUTTHEAD #260,Flat Cap Clown,Diamond,Jude,,Clown,White,Cyan,,Cigar,,
261,BUTTHEAD #261,,,Short,Scruff Brown,Fcuk Tank Top,Light with tattoos,Pastel Green,,,,
262,BUTTHEAD #262,Charlie Chaplin,,Average Brown,Mustache Brown,Sleeveless Sweater,Dark Brown,Magenta,Burglar,,,
263,BUTTHEAD #263,Hat Beige,Feather,Slicked Back,Mustache Pink,Striped Blue T-Shirt,Light,Grey,,,,
264,BUTTHEAD #264,Mesh Cap Fish,,Short,,Clown,Light,Peach,Black Sunglasses ,,,
265,BUTTHEAD #265,Police,,Sissy Brown,,Dude,White,Beige,Sweets,,,
266,BUTTHEAD #266,,,Classic Side Part,,Dungarees ,White,Gradient,Burglar,,,
267,BUTTHEAD #267,,Triple Earring,Half Bald,,Worn Out,Light,Green,Joke,,,
268,BUTTHEAD #268,Beer,,Half Bald,Full Brown,Lumberjack,Infrared,Grey,,,,
269,BUTTHEAD #269,Sailor,Diamond,Mob-Top,,Biker Vest,Dark Brown,Green,,Cigarette,,
270,BUTTHEAD #270,,,Slicked Back,Mustache Brown,Party Tank Top,Brown with tattoos,Magenta,Speed,Corn Straw,,
271,BUTTHEAD #271,Top Hat,,Average Brown,,Hoodie,Dark Brown with tattoos,Sand,Bike,Rainbow,,
272,BUTTHEAD #272,,,Dreads Brown,Three-Day Brown,Dude,White,Grey,,,,
273,BUTTHEAD #273,Snapback Mesh,,Sissy Dark Blonde,,Western Cowboy Jacket,Brown,Beige,Buttons,,,
274,BUTTHEAD #274,,,Punk Green,,Biker Vest,White,Magenta,Lolita,,,
275,BUTTHEAD #275,,Feather,Brain,Gentlemen Mustache Blonde,Hawaii Shirt Red,White with tattoos,Magenta,,,,
276,BUTTHEAD #276,Bear,,Short,,Western Cowboy Jacket,Dark Brown with tattoos,Peach,Sweets,,,
277,BUTTHEAD #277,Hat Black,,Emo Dark Blonde,,Party Tank Top,Light with tattoos,Beige,,Toothpick,,
278,BUTTHEAD #278,Flat Cap Black,Triple Earring,Very Short,,College Sweater,White with tattoos,Green,Burglar,,,
279,BUTTHEAD #279,Bucket Hat Army,,Mullet Blonde,Mustache Brown,Gym Tank Top,Dark Brown with tattoos,Pastel Green,,,,
280,BUTTHEAD #280,,Safety Pin,Bowl Colorful,Full Brown,Beige Shirt,Dark Brown with tattoos,Pastel Green,X-Ray,,,
281,BUTTHEAD #281,Halo,Triple Earring,Average Brown,,Polo Shirt,Brown,Beige,Star,,,
282,BUTTHEAD #282,Flat Cap Black,,Jude,,T-Shirt with Suspenders,White with tattoos,Magenta,Steam Punk,,,
283,BUTTHEAD #283,Party,,Bowl Brown,,Dungarees ,Dark Brown,Pastel Green,,Pipe,,
284,BUTTHEAD #284,FEZ,,Emo Black,,Shirt and Sweater,Gold,Beige,,,,
285,BUTTHEAD #285,,,Curly Blonde,,T-Shirt Lilac,Light,Cyan,,Straw,,
286,BUTTHEAD #286,,,Dreads Brown,Scruff Brown,Hawaii Shirt Red,Dark Brown,Pastel Green,Lolita,,,
287,BUTTHEAD #287,Halo,Safety Pin,Undercut Pink,Gentlemen Mustache Pink,Bomber Jacket,Brown with tattoos,Cyan,,,,
288,BUTTHEAD #288,,Feather,Average Blonde,Scruff Brown,Fleece Jacket,Light,Grey,X-Ray,,,
289,BUTTHEAD #289,Beanie Red,,Suave ,Mustache Blonde,Bomber Jacket,Dark Brown,Pastel Green,Kiss,,,
290,BUTTHEAD #290,Mesh Cap Buttheads,,Undercut Blonde,Mustache Blonde,Shirt and Sweater,Light,Magenta,Kiss,,,
291,BUTTHEAD #291,Hat Beige,,Short,,Punk Leather Jacket,Light,Sand,,Corn Straw,,
292,BUTTHEAD #292,,Feather,Afro,,Fan Shirt,Brown,Magenta,Kiss,,,
293,BUTTHEAD #293,Party,,Nick Bowl Brown,Three-Day Brown,Dressing Gown,Light with tattoos,Magenta,Lolita,,,
294,BUTTHEAD #294,Bucket Hat Orange,Safety Pin,Curly Brown,,T-Shirt with Suspenders,Brown with tattoos,Cyan,X-Ray,,Blush,
295,BUTTHEAD #295,,,20s,,Fcuk Tank Top,Light,Beige,Googly Eyes,,,
296,BUTTHEAD #296,,,Dreads Colorful,,Striped Blue T-Shirt,Dark Brown,Peach,Star,,,
297,BUTTHEAD #297,,Diamond,Shoulder Long Colorful,Scruff Brown,Ripped Shirt,Brown with tattoos,Grey,Ski,Cigar,,
298,BUTTHEAD #298,Mesh Cap Fish,Triple Earring,Mullet Blonde,Mustache Pink,Caveman,Dark Brown,Cyan,,Bubble Gum,,
299,BUTTHEAD #299,Halo,,Emo Dark Blonde,,T-Shirt with Suspenders,Dark Brown,Cyan,,Corn Straw,,
300,BUTTHEAD #300,Flat Cap Black,,Undercut Blue,,Band Shirt,Light,Cyan,Speed,,,
301,BUTTHEAD #301,,,Emo Black,Mustache Blonde,Joker,Dark Brown,Cyan,Steam Punk,,,
302,BUTTHEAD #302,,,Short,Scruff Brown,Prison Shirt,Brown with tattoos,Gradient,,Corn Straw,,
303,BUTTHEAD #303,,Headphones,Emo Black,Scruff Brown,Denim Jacket Sheep,White,Pastel Green,Hippie,,,
304,BUTTHEAD #304,Beanie Green,,Curly Brown,Scruff Brown,Polo Shirt,Light,Pastel Green,Lolita,,,
305,BUTTHEAD #305,Ranger Hat,,Nick Bowl Colorful,,Ripped Shirt,White with tattoos,Sand,,Straw,,
306,BUTTHEAD #306,,,Brain,,Space Suit,White,Peach,Monocle,,,
307,BUTTHEAD #307,Visor Red,,Nick Bowl Brown,,Caveman,White with tattoos,Gradient,,Cigar,,
308,BUTTHEAD #308,Snapback Red,,Curly Blonde,Three-Day Blonde,Dude,Infrared,Beige,Insect,,,
309,BUTTHEAD #309,Paper Crown,Earring,Crop,,Marty,White,Peach,Googly Eyes,,,
310,BUTTHEAD #310,Beer,,Clown,,Marty,Light,Grey,,Rainbow,,
311,BUTTHEAD #311,Hat Beige,Feather,Classic Side Part,,Shirt Dark,White with tattoos,Cyan,Spring,,,
312,BUTTHEAD #312,Cowboy Hat Brown,Feather,Surfer Curly,,Bomber Jacket,Light,Grey,Hippie,Cigar,,
313,BUTTHEAD #313,,Safety Pin,Punk Red,Three-Day Blonde,Prison Shirt,White with tattoos,Cyan,Matrix,,,
314,BUTTHEAD #314,,Safety Pin,Afro Pink,,Space Shirt,Dark Brown,Pastel Green,Burglar,,,
315,BUTTHEAD #315,Flower Crown,,Suave ,,Denim Jacket Sheep,White with tattoos,Peach,Matrix,,,
316,BUTTHEAD #316,,Diamond,Average Brown,Mustache Blonde,Ripped Shirt,Light,Grey,Las Vegas,,,
317,BUTTHEAD #317,,,Dreads Brown,,Evel Knievel,Dark Brown with tattoos,Green,,Pipe,,
318,BUTTHEAD #318,Snapback Red,,Curly Brown,,Worn Out,White with tattoos,Beige,Kiss,,,
319,BUTTHEAD #319,,,Average Blonde,,Pimp Coat Zebra,Brown with tattoos,Peach,Pineapple,Cigar,,
320,BUTTHEAD #320,,,Mullet Blonde,Mustache Pink,Lumberjack,Dark Brown,Green,,Bubble Gum,,
321,BUTTHEAD #321,Paper Crown,,Sissy Dark Blonde,Mustache Brown,Polo Shirt,Light,Beige,,,,
322,BUTTHEAD #322,,,Dreads Colorful,Full Brown,,Brown,Green,,,,
323,BUTTHEAD #323,Top Hat,,Average Brown,Gentlemen Mustache Blonde,College Sweater,White,Sand,Monocle,Bubble Gum,,
324,BUTTHEAD #324,Snapback Mesh,,Surfer Curly,Full Blonde,Gigolo Outfit,Light with tattoos,Beige,Broken,,,
325,BUTTHEAD #325,Charlie Chaplin,,Slicked Back,Mustache Blonde,Desert Jacket,Brown,Gradient,Burglar,Corn Straw,,
326,BUTTHEAD #326,Beret,,Undercut Blonde,,Marty,Dark Brown with tattoos,Cyan,Monocle,Corn Straw,,
327,BUTTHEAD #327,Beanie Red,Safety Pin,,,Striped Blue T-Shirt,Brown,Peach,Insect,,,
328,BUTTHEAD #328,Chatham Fedora,Safety Pin,Mob-Top,,T-Shirt Lilac,White,Gradient,Lolita,,,
329,BUTTHEAD #329,Pizza,,Sissy Dark Blonde,Three-Day Blonde,American Football,Porcelain,Pastel Green,Broken,,,
330,BUTTHEAD #330,,,Emo Black,Scruff Black,Desert Jacket,Light with tattoos,Magenta,Sweets,,,
331,BUTTHEAD #331,,,Brain,,Bullseye Shirt,White,Grey,,,,
332,BUTTHEAD #332,Cowboy Hat Black,,Crop,,Ripped Shirt,Dark Brown,Beige,Star,Bubble Gum,,
333,BUTTHEAD #333,,Feather,Punk Red,,Jeans Jacket,White,Green,Buttons,,,
334,BUTTHEAD #334,Commie Hat,,Clown,Scruff Blonde,Ripped Shirt,Dark Brown,Beige,Laser,,,
335,BUTTHEAD #335,,Safety Pin,Brain,Mustache Pink,Space Shirt,Dark Brown with tattoos,Cyan,Googly Eyes,,,
336,BUTTHEAD #336,,,Dreads Brown,,Prison Shirt,Light,Peach,Kiss,Cigarette,,
337,BUTTHEAD #337,,,20s,,Striped Red T-Shirt,Dark Brown,Peach,Black Sunglasses ,,,
338,BUTTHEAD #338,Beer,,Emo Black,,Fan Shirt,Dark Brown,Green,Hippie,,,Smiley
339,BUTTHEAD #339,Crown,Diamond,Crop,Full Brown,Joker,Light,Beige,,,,
340,BUTTHEAD #340,,,Afro,Mustache Blonde,Worn Out,Dark Brown,Magenta,X-Ray,Cigar,,
341,BUTTHEAD #341,,Triple Earring,Short,,Polo Shirt,White,Green,Googly Eyes,,,
342,BUTTHEAD #342,,,Jude,Mustache Brown,Suit,Dark Brown,Beige,Black Sunglasses ,,,
343,BUTTHEAD #343,Paper Crown,,Half Bald,Mustache Blonde,Puffer Jacket,Light,Peach,3D,Cigarette,,
344,BUTTHEAD #344,,,Nick Bowl Brown,Mustache Blonde,Evel Knievel,Brown,Peach,Steam Punk,Cigarette,,
345,BUTTHEAD #345,Beanie Black,,Slicked Back,,Shirt and Sweater,White,Peach,Broken,Bubble Gum,,
346,BUTTHEAD #346,Halo,Safety Pin,Shoulder Long Orange,Scruff Black,Evel Knievel,Light with tattoos,Gradient,Speed,Cigarette,,
347,BUTTHEAD #347,Beanie Red,,Half Bald,,Western Cowboy Jacket,Brown,Gradient,,Toothpick,,
348,BUTTHEAD #348,Snapback Red,,Crop,Mustache Blonde,Shirt and Sweater,Dark Brown,Green,,,,
349,BUTTHEAD #349,Sailor,,Pompadour Blue,Three-Day Brown,Beige Shirt,Dark Brown with tattoos,Cyan,Black Sunglasses ,Toothpick,,
350,BUTTHEAD #350,Headband Sport,Diamond,Mullet Blonde,Mustache Blonde,Western Cowboy Jacket,White,Cyan,,,,
351,BUTTHEAD #351,,Diamond,Curly Brown,Three-Day Brown,Space Suit,Brown with tattoos,Magenta,Lolita,Bubble Gum,,
352,BUTTHEAD #352,Hat Black,,Long Brown,,Shirt and Sweater,Dark Brown with tattoos,Sand,,,,
353,BUTTHEAD #353,,,Dreads Brown,Three-Day Black,Dude,Dark Brown with tattoos,Green,,,,
354,BUTTHEAD #354,,Triple Earring,Nick Bowl Brown,Full Brown,T-Shirt Lilac,White,Sand,Star,,,
355,BUTTHEAD #355,Safety Helmet,Headphones,Curly Brown,Mustache Brown,Dressing Gown,Brown,Grey,,Corn Straw,,
356,BUTTHEAD #356,,Triple Earring,Nick Bowl Colorful,,Worn Out,Light with tattoos,Magenta,Lolita,,,
357,BUTTHEAD #357,,,Shoulder Long Colorful,Scruff Brown,Bomber Jacket,Dark Brown with tattoos,Magenta,Steam Punk,,,
358,BUTTHEAD #358,,,Punk Red,Three-Day Brown,Suit,Dark Brown,Beige,,,Blush,
359,BUTTHEAD #359,Pizza,,Mullet Blonde,Gentlemen Mustache Brown,American Football,White,Green,,,,
360,BUTTHEAD #360,,,Slicked Back,Gentlemen Mustache Blonde,Western Cowboy Jacket,White,Grey,3D,,,
361,BUTTHEAD #361,Mesh Cap Fish,,Dreads Colorful,Full Grey,Flamingo,Light with tattoos,Sand,Bike,,Scar,
362,BUTTHEAD #362,Snapback Mesh,,Nick Bowl Colorful,Mustache Blonde,Party Tank Top,White,Sand,,,,
363,BUTTHEAD #363,Bear,Safety Pin,Shoulder Long Colorful,,T-Shirt Lilac,Light,Pastel Green,Broken,Cigar,,
364,BUTTHEAD #364,,,Sissy Brown,Scruff Black,Shirt and Sweater,Light with tattoos,Beige,,Toothpick,,
365,BUTTHEAD #365,,,Short,,Worn Out,Dark Brown,Grey,Speed,,,
366,BUTTHEAD #366,Halo,,Curly Brown,,Party Tank Top,White,Gradient,,,,
367,BUTTHEAD #367,Mesh Cap Buttheads,,Undercut Blue,Gentlemen Mustache Blonde,Beige Shirt,Dark Brown with tattoos,Gradient,Laser,Bubble Gum,,
368,BUTTHEAD #368,Mesh Cap Buttheads,,Shoulder Long Orange,,Suit,Porcelain,Pastel Green,Star,,,
369,BUTTHEAD #369,,Safety Pin,Mullet Brown,,Bomber Jacket,Light,Gradient,Black Sunglasses ,Cigarette,Blush,
370,BUTTHEAD #370,,,Afro,,Sleeveless Sweater,Dark Brown,Peach,,,,
371,BUTTHEAD #371,Halo,,Bowl Colorful,Three-Day Brown,American Football,Dark Brown with tattoos,Peach,Hippie,,,
372,BUTTHEAD #372,Bucket Hat Army,,Mullet Brown,Three-Day Brown,Marty,Brown,Pastel Green,Star,,,
373,BUTTHEAD #373,Beanie Red,Earring,Average Blonde,Three-Day Brown,T-Shirt French Blue,Brown,Gradient,Broken,,,
374,BUTTHEAD #374,Beanie Green,,Nick Bowl Colorful,,T-Shirt with Suspenders,Brown with tattoos,Sand,Pineapple,,,
375,BUTTHEAD #375,,,Pompadour Blonde,Gentlemen Mustache Blonde,Striped Blue T-Shirt,Brown with tattoos,Green,Black Sunglasses ,,,
376,BUTTHEAD #376,,,Emo Black,Mustache Brown,Beige Shirt,Dark Brown,Pastel Green,Star,,,
377,BUTTHEAD #377,Flat Cap Clown,Diamond,Pompadour Blue,Mustache Pink,Ice Hockey,Brown,Beige,,,,
378,BUTTHEAD #378,Sailor,,Shoulder Long Orange,Full Brown,Marty,Dark Brown,Gradient,Buttons,Toothpick,,
379,BUTTHEAD #379,,,Punk Green,Three-Day Brown,Shirt Dark,White with tattoos,Green,Burglar,,,
380,BUTTHEAD #380,Bucket Hat Orange,Headphones,Long Brown,Scruff Brown,Gentlemen,Brown,Magenta,,,,
381,BUTTHEAD #381,,,Long Brown,Three-Day Blonde,Ice Hockey,Brown,Sand,,,,
382,BUTTHEAD #382,Paper Crown,Earring,Mob-Top,,Worn Out,White,Grey,,,,
383,BUTTHEAD #383,,,Emo Black,,Biker Vest,Brown with tattoos,Beige,,Bubble Gum,,
384,BUTTHEAD #384,Beanie Green,Feather,Shoulder Long Orange,,Sleeveless Sweater,Light,Pastel Green,X-Ray,,,
385,BUTTHEAD #385,,Safety Pin,Brain,,Desert Jacket,Dark Brown with tattoos,Beige,,Bubble Gum,,Smiley
386,BUTTHEAD #386,,,Pompadour Blue,,T-Shirt Lilac,Infrared,Pastel Green,Steam Punk,Bubble Gum,,
387,BUTTHEAD #387,,,Afro,Gentlemen Mustache Blonde,Bullseye Shirt,White,Beige,Monocle,Cigarette,,
388,BUTTHEAD #388,Prison,Triple Earring,Bowl Colorful,,Tank Top,Dark Brown,Magenta,Speed,,,
389,BUTTHEAD #389,,,Brain,,Pimp Coat Zebra,White with tattoos,Peach,Matrix,Corn Straw,,
390,BUTTHEAD #390,Prison,,Long Brown,,Pimp Coat Multicolor Purple,White with tattoos,Pastel Green,,Toothpick,,
391,BUTTHEAD #391,McButtheads,,Pompadour Blonde,Scruff Black,American Football,Dark Brown,Peach,,Straw,,
392,BUTTHEAD #392,,Earring,Short,,Bathrobe,Light,Beige,Buttons,,,
393,BUTTHEAD #393,,,Average Blonde,Full Grey,Joker,Dark Brown,Beige,Speed,,,
394,BUTTHEAD #394,,,Punk Green,Full Blonde,Fcuk Tank Top,Dark Brown,Sand,,,Scar,
395,BUTTHEAD #395,Cowboy Hat Black,,20s,Three-Day Blonde,Tracksuit,White with tattoos,Peach,,Straw,,
396,BUTTHEAD #396,Commie Hat,Headphones,Nick Bowl Colorful,Scruff Blonde,American Football,Dark Brown,Green,Hippie,Pipe,,
397,BUTTHEAD #397,Flat Cap Black,Safety Pin,Suave ,Gentlemen Mustache Brown,Leather Jacket,Porcelain,Sand,,Cigar,,
398,BUTTHEAD #398,,,Sissy Dark Blonde,,Leather Jacket,Light,Magenta,,Bubble Gum,,
399,BUTTHEAD #399,Bucket Hat Army,,Pompadour Blue,Scruff Black,Lumberjack,White,Cyan,Laser,,,
400,BUTTHEAD #400,Beanie Black,,Nick Bowl Brown,Full Grey,Shirt and Sweater,Dark Brown with tattoos,Green,,,,
401,BUTTHEAD #401,,Earring,Crop,Gentlemen Mustache Brown,Polo Shirt,Light,Magenta,,,,
402,BUTTHEAD #402,Police,Diamond,Slicked Back,Three-Day Black,Shirt and Sweater,White,Grey,Monocle,Cigar,,
403,BUTTHEAD #403,,,Slicked Back,Gentlemen Mustache Blonde,Fight Club,Light with tattoos,Grey,,,,
404,BUTTHEAD #404,Pizza,,Crop,Three-Day Blonde,T-Shirt French Blue,Dark Brown,Green,,,,
405,BUTTHEAD #405,Prison,Headphones,Slicked Back,,Sleeveless Sweater,Dark Brown,Beige,Joke,,,
406,BUTTHEAD #406,Snapback Red,,Curly Brown,Scruff Brown,Western Cowboy Jacket,White,Grey,,,,
407,BUTTHEAD #407,Prison,,Nick Bowl Brown,,Shirt Dark,Light with tattoos,Green,Kiss,,,
408,BUTTHEAD #408,,,Mullet Blonde,Three-Day Blonde,Band Shirt,White,Sand,,,,
409,BUTTHEAD #409,,,Long Blonde,Full Brown,T-Shirt Inkwell,White,Grey,,,,
410,BUTTHEAD #410,,Earring,Shoulder Long Orange,,Prison Shirt,Light,Peach,,,,
411,BUTTHEAD #411,,,Undercut Blue,Three-Day Black,Hawaii Shirt Green,Dark Brown with tattoos,Cyan,Googly Eyes,,,
412,BUTTHEAD #412,Cowboy Hat Black,Triple Earring,Crop,Gentlemen Mustache Brown,Denim Jacket Sheep,White,Pastel Green,X-Ray,,,
413,BUTTHEAD #413,,,Average Blonde,Scruff Black,T-Shirt Lilac,Dark Brown,Peach,Googly Eyes,,,
414,BUTTHEAD #414,Mesh Cap Buttheads,,Emo Dark Blonde,,Biker Vest,Dark Brown,Pastel Green,Star,Cigar,,
415,BUTTHEAD #415,,,Jude,Gentlemen Mustache Blonde,T-Shirt Lilac,White,Beige,Star,,,
416,BUTTHEAD #416,,,Nick Bowl Brown,Mustache Brown,Worn Out,Dark Brown,Gradient,Lolita,Cigar,,
417,BUTTHEAD #417,,,Mullet Brown,,Bomber Jacket,Light,Gradient,,Cigar,,
418,BUTTHEAD #418,Safety Helmet,,Shoulder Long Colorful,Mustache Blonde,Lumberjack,White with tattoos,Sand,,,,
419,BUTTHEAD #419,Party,,Curly Brown,,Evel Knievel,Brown,Green,,,,
420,BUTTHEAD #420,,Headphones,Undercut Blue,Three-Day Brown,Hawaii Shirt Green,Dark Brown,Cyan,Ski,,,
421,BUTTHEAD #421,FEZ,,Bowl Colorful,Gentlemen Mustache Brown,Dressing Gown,Light,Pastel Green,Spring,,,
422,BUTTHEAD #422,Beer,,Short,Scruff Brown,Beige Shirt,Brown with tattoos,Gradient,3D,,,
423,BUTTHEAD #423,Commie Hat,Safety Pin,Average Brown,Mustache Blonde,Jeans Jacket,Light,Peach,,,Blush,
424,BUTTHEAD #424,Party,,Nick Bowl Colorful,,Shirt and Sweater,Light,Peach,Buttons,,,
425,BUTTHEAD #425,Chatham Fedora,Headphones,Bowl Brown,Mustache Brown,Fleece Jacket,Brown,Peach,,,,
426,BUTTHEAD #426,,,Emo Dark Blonde,Three-Day Brown,Worn Out,White,Grey,Sweets,,,
427,BUTTHEAD #427,Cowboy Hat Brown,,Nick Bowl Brown,,Sleeveless Sweater,Light,Cyan,,,,
428,BUTTHEAD #428,Charlie Chaplin,,Pompadour Blue,,College Sweater,Brown,Peach,Speed,,,
429,BUTTHEAD #429,Beret,,Nick Bowl Brown,,Hoodie,Dark Brown with tattoos,Grey,,,,
430,BUTTHEAD #430,,,Brain,,Tank Top,Dark Brown,Beige,Pineapple,Bubble Gum,,
431,BUTTHEAD #431,Headband Sport,,20s,,Puffer Jacket,Brown,Pastel Green,,,,
432,BUTTHEAD #432,,,Slicked Back,Scruff Black,Ripped Shirt,Light,Pastel Green,,Cigarette,,
433,BUTTHEAD #433,,,Emo Black,Three-Day Brown,Pimp Coat Multicolor Pink,Light with tattoos,Grey,Leon,Cigarette,,
434,BUTTHEAD #434,,,Long Blonde,Three-Day Blonde,Dungarees ,Brown,Peach,,Straw,,
435,BUTTHEAD #435,,,Afro,Scruff Blonde,Dude,Brown,Green,3D,,,
436,BUTTHEAD #436,Party,,20s,,Pimp Coat Zebra,Dark Brown,Green,,Cigar,,
437,BUTTHEAD #437,Charlie Chaplin,,Slicked Back,,Dressing Gown,Light,Green,,Corn Straw,,
438,BUTTHEAD #438,,Diamond,Bowl Brown,Three-Day Black,T-Shirt Inkwell,Brown with tattoos,Grey,Pineapple,,,
439,BUTTHEAD #439,FVCK Cap,,Short,Three-Day Blonde,Marty,Light,Cyan,Kiss,,,
440,BUTTHEAD #440,FEZ,,Slicked Back,,T-Shirt French Blue,White,Magenta,Buttons,Corn Straw,,
441,BUTTHEAD #441,,Feather,Shoulder Long Colorful,Scruff Black,Fleece Jacket,Brown,Magenta,,Cigarette,,
442,BUTTHEAD #442,Flat Cap Black,Feather,Emo Dark Blonde,Mustache Pink,Joker,Dark Brown,Magenta,,,,
443,BUTTHEAD #443,Bandana Black,,Nick Bowl Colorful,,Punk Leather Jacket,Dark Brown,Gradient,,,,Smiley
444,BUTTHEAD #444,,Earring,Punk Red,,T-Shirt Lilac,Brown with tattoos,Pastel Green,Insect,,,
445,BUTTHEAD #445,FVCK Cap,Safety Pin,Crop,,Biker Vest,Light,Peach,Speed,Corn Straw,,
446,BUTTHEAD #446,Snapback Red,,Mullet Blonde,Mustache Brown,T-Shirt Lilac,White,Pastel Green,Steam Punk,,,
447,BUTTHEAD #447,,,Long Blonde,,Ripped Shirt,Brown with tattoos,Green,,,,
448,BUTTHEAD #448,,,Emo Black,Full Grey,T-Shirt with Suspenders,Brown,Pastel Green,,Bubble Gum,,
449,BUTTHEAD #449,,,Long Blonde,,Beige Shirt,Light,Peach,,,,
450,BUTTHEAD #450,,,,Mustache Brown,T-Shirt Marigold,White,Pastel Green,Broken,,,
451,BUTTHEAD #451,,,Punk Green,Scruff Black,Hawaii Shirt Green,Light,Magenta,,,,
452,BUTTHEAD #452,Sailor,,Half Bald,Full Brown,Space Shirt,Brown,Peach,,,,
453,BUTTHEAD #453,,,Emo Black,,Jeans Jacket,Brown with tattoos,Gradient,Star,,,
454,BUTTHEAD #454,,,Shoulder Long Colorful,Scruff Black,Puffer Jacket,White,Cyan,,,,
455,BUTTHEAD #455,Bandana Black,,Emo Dark Blonde,Mustache Pink,Clown,Light,Green,3D,,,
456,BUTTHEAD #456,Party,,Undercut Blonde,,Gym Tank Top,White,Cyan,Pineapple,,,
457,BUTTHEAD #457,,,Surfer Curly,Three-Day Black,Striped Blue T-Shirt,Light,Green,Spring,,,
458,BUTTHEAD #458,,,Half Bald,,Puffer Jacket,White,Sand,Black Sunglasses ,,,
459,BUTTHEAD #459,,,Punk Green,,Pimp Coat Multicolor Pink,Dark Brown with tattoos,Green,,,,
460,BUTTHEAD #460,Flat Cap Clown,,Nick Bowl Brown,Scruff Blonde,Hawaii Shirt Green,Light,Cyan,X-Ray,Toothpick,,
461,BUTTHEAD #461,FVCK Cap,,Suave ,Scruff Black,Ripped Shirt,Dark Brown,Grey,,,,
462,BUTTHEAD #462,Top Hat,,Nick Bowl Colorful,Scruff Black,Beige Shirt,Brown,Green,Joke,,,
463,BUTTHEAD #463,,,Nick Bowl Brown,,Gentlemen,Dark Brown,Grey,,,,
464,BUTTHEAD #464,,,Afro,,Polo Shirt,Brown with tattoos,Grey,Sweets,Cigarette,,
465,BUTTHEAD #465,Devil Horns,Diamond,Short,Three-Day Black,Gigolo Outfit,Brown with tattoos,Green,,Corn Straw,,
466,BUTTHEAD #466,Beer,Triple Earring,20s,Mustache Blonde,Desert Jacket,Dark Brown,Peach,,,,
467,BUTTHEAD #467,Party,,Nick Bowl Colorful,Three-Day Blonde,Striped Blue T-Shirt,White,Green,Spring,,,
468,BUTTHEAD #468,,,Punk Green,Gentlemen Mustache Brown,Western Cowboy Jacket,Light,Beige,Matrix,,,
469,BUTTHEAD #469,,Diamond,Nick Bowl Colorful,Mustache Brown,Gigolo Outfit,Brown,Beige,,,,
470,BUTTHEAD #470,Cowboy Hat Brown,,Average Brown,Three-Day Black,T-Shirt Lilac,Dark Brown,Peach,,,,
